VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Type,StartTast.keys,StartTast.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordCorrect,Correct_type,WordType,Condition,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,WordTask.ran,ExitKey.keys,ExitKey.rt,Feedbackbox.text
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.21663,0,83,83,83,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.13405,0,84,84,84,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.367395,0,85,85,85,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/NO_WA_BAY.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.11776,0,86,86,86,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/FU_ZO_RAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.383275,0,87,87,87,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.549325,0,88,88,88,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/PU_MO_DAY.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.399765,0,89,89,89,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.034475,0,90,90,90,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.499655,0,91,91,91,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAI_FU_ZO.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.39967,0,92,92,92,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.349895,0,93,93,93,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/HA_SI_JAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.417045,0,94,94,94,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/MO_PU_DAY.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.41724,0,95,95,95,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/LA_ZAY_CHAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.183615,0,96,96,96,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.08288,0,97,97,97,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/ZO_FU_RAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.249825,0,98,98,98,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/WAI_RO_JU.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.38248,0,99,99,99,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,
,,,,,,,,,,,,,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.34931,
