Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MSTTestOptionKeys.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
space,4.7246,space,11.7626,space,2.4766,space,10.5368,3,0,11.5537,0,0,0,1,1,Headphone/t1_2.wav,1,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,0,2.2699,0,1,1,5,1,Headphone/t3_2.wav,3,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0,5.6215,0,2,2,3,1,Headphone/t2_2.wav,2,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0,3.5532,0,3,3,4,1,Headphone/t3_1.wav,3,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,1,3.4822,0,4,4,2,1,Headphone/t2_1.wav,2,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,1,0.2858,0,5,5,0,1,Headphone/t1_1.wav,1,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,space,6.7251,space,6.999,1,space,0.9822,2,1,9.3563,0,0,0,0,1,Training/FO_YI_LAY.wav,NEW,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,2,0,3.8019,0,1,1,1,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,2,1,2.1247,0,2,2,2,1,Training/YO_BU_JAY.wav,NEW,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,2,1,1.8904,0,3,3,3,1,Training/JAY_YO_BU.wav,SIMILAR,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,,,,1,1,1.5439,0,4,4,4,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/SI_VAI_CHU.wav,,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,space,6.5163,2,1,3.039,0,0,0,0,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/HO_NAY_VA.wav,,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,1.1523,0,1,1,1,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.5397,0,2,2,2,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/PAI_LU_WA.wav,,60c363b955ddcc92b8105801,2021-07-07_19h19.18.177,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,1.1983,0,3,3,3,1,2,NEW,NEW,,,,,,,,
