Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
,,,,,,,,,,,,,,,,TestWords/FU_ZO_RAI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,4.1569,0,23,23,23,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.267,0,24,24,24,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.7703,0,25,25,25,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/VU_NA_WAI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,1.0006,0,26,26,26,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAI_FU_ZO.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,0,0.5597,0,27,27,27,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,0,0.6673,0,28,28,28,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/LI_BA_KAY.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,0.5374,0,29,29,29,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.3673,0,30,30,30,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.4683,0,31,31,31,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/VU_WAI_NA.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,0.6674,0,32,32,32,1,2,NEW,SIMILAR,,,,,,,,
