RT,Syllable,Position,Occurrence,Subject,Condition
0.5661,ni,2,1,5986038865326000012c1578,3
0.4996,ni,2,1,5986038865326000012c1578,3
0.517300001,ni,2,1,5986038865326000012c1578,3
0.5332,ni,2,1,5986038865326000012c1578,3
0.567,fu,1,1,5986038865326000012c1578,3
0.9016,fu,1,1,5986038865326000012c1578,3
0.5572,re,3,1,5986038865326000012c1578,3
0.6998,re,3,1,5986038865326000012c1578,3
0.5305,re,3,1,5986038865326000012c1578,3
0.6073,re,3,1,5986038865326000012c1578,3
0.7189,ti,1,1,5986038865326000012c1578,3
0.5995,ti,1,1,5986038865326000012c1578,3
0.8418,ti,1,1,5986038865326000012c1578,3
0.6444,ta,3,1,5986038865326000012c1578,3
0.4803,ta,3,1,5986038865326000012c1578,3
0.4956,ta,3,1,5986038865326000012c1578,3
0.5739,ta,3,1,5986038865326000012c1578,3
0.4822,su,2,1,5986038865326000012c1578,3
0.5337,su,2,1,5986038865326000012c1578,3
0.8019,su,2,1,5986038865326000012c1578,3
0.46,su,2,1,5986038865326000012c1578,3
0.5089,ru,3,1,5986038865326000012c1578,3
0.6397,ru,3,1,5986038865326000012c1578,3
0.8193,ru,3,1,5986038865326000012c1578,3
0.4935,ge,1,1,5986038865326000012c1578,3
0.599,ge,1,1,5986038865326000012c1578,3
0.6499,ge,1,1,5986038865326000012c1578,3
0.5842,ge,1,1,5986038865326000012c1578,3
0.4161,ko,2,1,5986038865326000012c1578,3
0.6333,ko,2,1,5986038865326000012c1578,3
0.4849,ko,2,1,5986038865326000012c1578,3
0.8353,ko,2,1,5986038865326000012c1578,3
0.8418,pu,1,1,5986038865326000012c1578,3
0.5837,pu,1,1,5986038865326000012c1578,3
0.5503,pu,1,1,5986038865326000012c1578,3
0.6425,pu,1,1,5986038865326000012c1578,3
0.6253,me,2,1,5986038865326000012c1578,3
0.6001,me,2,1,5986038865326000012c1578,3
0.4663,fu,1,2,5986038865326000012c1578,3
0.5843,fu,1,2,5986038865326000012c1578,3
0.6336,fu,1,2,5986038865326000012c1578,3
0.5664,fu,1,2,5986038865326000012c1578,3
0.6183,su,2,2,5986038865326000012c1578,3
0.6856,su,2,2,5986038865326000012c1578,3
1.1002,su,2,2,5986038865326000012c1578,3
0.8655,su,2,2,5986038865326000012c1578,3
0.6468,re,3,2,5986038865326000012c1578,3
0.7692,re,3,2,5986038865326000012c1578,3
0.6649,re,3,2,5986038865326000012c1578,3
0.7987,re,3,2,5986038865326000012c1578,3
0.4514,ni,2,2,5986038865326000012c1578,3
0.6685,ni,2,2,5986038865326000012c1578,3
0.6211,ni,2,2,5986038865326000012c1578,3
0.6171,ni,2,2,5986038865326000012c1578,3
0.8129,pu,1,2,5986038865326000012c1578,3
0.8364,pu,1,2,5986038865326000012c1578,3
0.5324,ta,3,2,5986038865326000012c1578,3
0.5558,ta,3,2,5986038865326000012c1578,3
0.5875,ta,3,2,5986038865326000012c1578,3
0.6527,ge,1,2,5986038865326000012c1578,3
0.9011,ge,1,2,5986038865326000012c1578,3
0.7841,ge,1,2,5986038865326000012c1578,3
0.5162,ge,1,2,5986038865326000012c1578,3
0.4839,ko,2,2,5986038865326000012c1578,3
0.6012,ko,2,2,5986038865326000012c1578,3
0.6535,ko,2,2,5986038865326000012c1578,3
0.5841,ko,2,2,5986038865326000012c1578,3
0.562800001,ru,3,2,5986038865326000012c1578,3
0.539,ru,3,2,5986038865326000012c1578,3
0.5736,ru,3,2,5986038865326000012c1578,3
0.5868,ru,3,2,5986038865326000012c1578,3
0.4797,me,2,2,5986038865326000012c1578,3
0.5145,me,2,2,5986038865326000012c1578,3
0.5249,me,2,2,5986038865326000012c1578,3
0.5307,me,2,2,5986038865326000012c1578,3
0.1143,ti,1,2,5986038865326000012c1578,3
0.1518,ti,1,2,5986038865326000012c1578,3
0.6141,ti,1,2,5986038865326000012c1578,3
0.8011,ti,1,2,5986038865326000012c1578,3
0.5361,re,3,3,5986038865326000012c1578,3
0.4829,re,3,3,5986038865326000012c1578,3
0.5837,re,3,3,5986038865326000012c1578,3
0.634,re,3,3,5986038865326000012c1578,3
0.6025,su,2,3,5986038865326000012c1578,3
0.6848,su,2,3,5986038865326000012c1578,3
0.8622,su,2,3,5986038865326000012c1578,3
0.6937,su,2,3,5986038865326000012c1578,3
0.5519,fu,1,3,5986038865326000012c1578,3
0.5517,fu,1,3,5986038865326000012c1578,3
1.0663,fu,1,3,5986038865326000012c1578,3
0.7008,fu,1,3,5986038865326000012c1578,3
0.5227,ni,2,3,5986038865326000012c1578,3
0.5488,ni,2,3,5986038865326000012c1578,3
0.5502,ni,2,3,5986038865326000012c1578,3
0.5489,ni,2,3,5986038865326000012c1578,3
0.5848,ta,3,3,5986038865326000012c1578,3
0.5324,ta,3,3,5986038865326000012c1578,3
0.5182,ta,3,3,5986038865326000012c1578,3
0.643,ta,3,3,5986038865326000012c1578,3
0.5883,ti,1,3,5986038865326000012c1578,3
0.5862,ti,1,3,5986038865326000012c1578,3
0.6514,ti,1,3,5986038865326000012c1578,3
0.5834,ti,1,3,5986038865326000012c1578,3
0.5147,me,2,3,5986038865326000012c1578,3
0.6667,me,2,3,5986038865326000012c1578,3
0.5829,me,2,3,5986038865326000012c1578,3
0.5341,pu,1,3,5986038865326000012c1578,3
0.517099999,pu,1,3,5986038865326000012c1578,3
0.5038,pu,1,3,5986038865326000012c1578,3
0.8073,pu,1,3,5986038865326000012c1578,3
0.6191,ge,1,3,5986038865326000012c1578,3
0.6165,ge,1,3,5986038865326000012c1578,3
0.5238,ge,1,3,5986038865326000012c1578,3
0.8087,ge,1,3,5986038865326000012c1578,3
0.5409,ru,3,3,5986038865326000012c1578,3
0.5499,ru,3,3,5986038865326000012c1578,3
0.4502,ru,3,3,5986038865326000012c1578,3
0.5353,ru,3,3,5986038865326000012c1578,3
0.4668,ko,2,3,5986038865326000012c1578,3
0.5343,ko,2,3,5986038865326000012c1578,3
0.5703,ko,2,3,5986038865326000012c1578,3
0.6176,ko,2,3,5986038865326000012c1578,3
0.4502,ta,1,1,5c5dadc66467ac0001b7fa53,1
0.55,ta,1,1,5c5dadc66467ac0001b7fa53,1
0.5451,ta,1,1,5c5dadc66467ac0001b7fa53,1
0.4413,ti,2,1,5c5dadc66467ac0001b7fa53,1
0.436,ti,2,1,5c5dadc66467ac0001b7fa53,1
0.5692,ti,2,1,5c5dadc66467ac0001b7fa53,1
0.6184,ti,2,1,5c5dadc66467ac0001b7fa53,1
0.4281,me,3,1,5c5dadc66467ac0001b7fa53,1
0.4403,me,3,1,5c5dadc66467ac0001b7fa53,1
0.3991,me,3,1,5c5dadc66467ac0001b7fa53,1
0.4169,me,3,1,5c5dadc66467ac0001b7fa53,1
0.3993,pu,2,1,5c5dadc66467ac0001b7fa53,1
0.6255,pu,2,1,5c5dadc66467ac0001b7fa53,1
0.7006,pu,2,1,5c5dadc66467ac0001b7fa53,1
0.5941,su,3,1,5c5dadc66467ac0001b7fa53,1
0.5624,su,3,1,5c5dadc66467ac0001b7fa53,1
0.4012,su,3,1,5c5dadc66467ac0001b7fa53,1
0.4386,su,3,1,5c5dadc66467ac0001b7fa53,1
0.4665,ru,1,1,5c5dadc66467ac0001b7fa53,1
0.4393,ru,1,1,5c5dadc66467ac0001b7fa53,1
0.5678,ru,1,1,5c5dadc66467ac0001b7fa53,1
0.4798,ru,1,1,5c5dadc66467ac0001b7fa53,1
0.4411,ko,3,1,5c5dadc66467ac0001b7fa53,1
0.4999,ko,3,1,5c5dadc66467ac0001b7fa53,1
0.4536,ko,3,1,5c5dadc66467ac0001b7fa53,1
0.6131,ko,3,1,5c5dadc66467ac0001b7fa53,1
0.4679,re,1,1,5c5dadc66467ac0001b7fa53,1
0.5366,re,1,1,5c5dadc66467ac0001b7fa53,1
0.7679,re,1,1,5c5dadc66467ac0001b7fa53,1
0.5175,re,1,1,5c5dadc66467ac0001b7fa53,1
0.657,fu,2,1,5c5dadc66467ac0001b7fa53,1
0.6036,fu,2,1,5c5dadc66467ac0001b7fa53,1
0.5319,ni,3,1,5c5dadc66467ac0001b7fa53,1
0.5014,ni,3,1,5c5dadc66467ac0001b7fa53,1
0.5366,ni,3,1,5c5dadc66467ac0001b7fa53,1
0.4704,ni,3,1,5c5dadc66467ac0001b7fa53,1
0.5007,ge,2,1,5c5dadc66467ac0001b7fa53,1
0.5009,ge,2,1,5c5dadc66467ac0001b7fa53,1
0.585,ge,2,1,5c5dadc66467ac0001b7fa53,1
0.6579,fe,1,1,5c5dadc66467ac0001b7fa53,1
0.5885,fe,1,1,5c5dadc66467ac0001b7fa53,1
0.4667,fe,1,1,5c5dadc66467ac0001b7fa53,1
0.5785,me,3,2,5c5dadc66467ac0001b7fa53,1
0.4653,me,3,2,5c5dadc66467ac0001b7fa53,1
0.4921,me,3,2,5c5dadc66467ac0001b7fa53,1
0.6008,ti,2,2,5c5dadc66467ac0001b7fa53,1
0.7181,ti,2,2,5c5dadc66467ac0001b7fa53,1
0.6862,ti,2,2,5c5dadc66467ac0001b7fa53,1
0.6666,ti,2,2,5c5dadc66467ac0001b7fa53,1
0.5569,ta,1,2,5c5dadc66467ac0001b7fa53,1
0.8657,ta,1,2,5c5dadc66467ac0001b7fa53,1
0.4745,ta,1,2,5c5dadc66467ac0001b7fa53,1
0.4431,ta,1,2,5c5dadc66467ac0001b7fa53,1
0.6342,pu,2,2,5c5dadc66467ac0001b7fa53,1
0.4618,pu,2,2,5c5dadc66467ac0001b7fa53,1
0.5508,pu,2,2,5c5dadc66467ac0001b7fa53,1
0.5173,pu,2,2,5c5dadc66467ac0001b7fa53,1
0.5558,ko,3,2,5c5dadc66467ac0001b7fa53,1
0.5734,ko,3,2,5c5dadc66467ac0001b7fa53,1
0.6658,ko,3,2,5c5dadc66467ac0001b7fa53,1
0.5677,ko,3,2,5c5dadc66467ac0001b7fa53,1
0.5093,fe,1,2,5c5dadc66467ac0001b7fa53,1
0.5672,fe,1,2,5c5dadc66467ac0001b7fa53,1
0.5386,fe,1,2,5c5dadc66467ac0001b7fa53,1
0.4868,fe,1,2,5c5dadc66467ac0001b7fa53,1
0.4443,ge,2,2,5c5dadc66467ac0001b7fa53,1
0.4833,ge,2,2,5c5dadc66467ac0001b7fa53,1
0.4394,ge,2,2,5c5dadc66467ac0001b7fa53,1
0.5185,ge,2,2,5c5dadc66467ac0001b7fa53,1
0.5299,ru,1,2,5c5dadc66467ac0001b7fa53,1
0.5433,ru,1,2,5c5dadc66467ac0001b7fa53,1
0.5899,ru,1,2,5c5dadc66467ac0001b7fa53,1
0.5951,ru,1,2,5c5dadc66467ac0001b7fa53,1
0.5405,su,3,2,5c5dadc66467ac0001b7fa53,1
0.496,su,3,2,5c5dadc66467ac0001b7fa53,1
0.4885,su,3,2,5c5dadc66467ac0001b7fa53,1
0.203,su,3,2,5c5dadc66467ac0001b7fa53,1
0.4952,re,1,2,5c5dadc66467ac0001b7fa53,1
0.5361,re,1,2,5c5dadc66467ac0001b7fa53,1
0.5823,re,1,2,5c5dadc66467ac0001b7fa53,1
0.5847,re,1,2,5c5dadc66467ac0001b7fa53,1
0.4597,ni,3,2,5c5dadc66467ac0001b7fa53,1
0.5284,ni,3,2,5c5dadc66467ac0001b7fa53,1
0.6536,ni,3,2,5c5dadc66467ac0001b7fa53,1
0.5805,ni,3,2,5c5dadc66467ac0001b7fa53,1
0.6194,fu,2,2,5c5dadc66467ac0001b7fa53,1
0.5895,fu,2,2,5c5dadc66467ac0001b7fa53,1
0.5004,pu,2,3,5c5dadc66467ac0001b7fa53,1
0.4627,pu,2,3,5c5dadc66467ac0001b7fa53,1
0.4834,pu,2,3,5c5dadc66467ac0001b7fa53,1
0.7141,ta,1,3,5c5dadc66467ac0001b7fa53,1
0.666,ta,1,3,5c5dadc66467ac0001b7fa53,1
0.8259,ta,1,3,5c5dadc66467ac0001b7fa53,1
0.6122,ta,1,3,5c5dadc66467ac0001b7fa53,1
0.6153,me,3,3,5c5dadc66467ac0001b7fa53,1
0.5298,me,3,3,5c5dadc66467ac0001b7fa53,1
0.5014,me,3,3,5c5dadc66467ac0001b7fa53,1
0.6347,fe,1,3,5c5dadc66467ac0001b7fa53,1
0.667,fe,1,3,5c5dadc66467ac0001b7fa53,1
0.6079,fe,1,3,5c5dadc66467ac0001b7fa53,1
0.1749,fe,1,3,5c5dadc66467ac0001b7fa53,1
0.684,ko,3,3,5c5dadc66467ac0001b7fa53,1
0.5851,ko,3,3,5c5dadc66467ac0001b7fa53,1
0.6298,ko,3,3,5c5dadc66467ac0001b7fa53,1
0.6352,ko,3,3,5c5dadc66467ac0001b7fa53,1
0.6518,ti,2,3,5c5dadc66467ac0001b7fa53,1
0.6065,ti,2,3,5c5dadc66467ac0001b7fa53,1
0.9875,ti,2,3,5c5dadc66467ac0001b7fa53,1
0.6284,ti,2,3,5c5dadc66467ac0001b7fa53,1
0.5961,ni,3,3,5c5dadc66467ac0001b7fa53,1
0.5132,ni,3,3,5c5dadc66467ac0001b7fa53,1
0.4337,ni,3,3,5c5dadc66467ac0001b7fa53,1
0.6005,ni,3,3,5c5dadc66467ac0001b7fa53,1
0.5058,re,1,3,5c5dadc66467ac0001b7fa53,1
