RT,Syllable,Position,Occurrence,Subject,Condition
0.5005,re,1,3,5c5dadc66467ac0001b7fa53,1
0.5669,re,1,3,5c5dadc66467ac0001b7fa53,1
0.6393,fu,2,3,5c5dadc66467ac0001b7fa53,1
0.5185,fu,2,3,5c5dadc66467ac0001b7fa53,1
0.5249,ru,1,3,5c5dadc66467ac0001b7fa53,1
0.8015,ru,1,3,5c5dadc66467ac0001b7fa53,1
0.5522,ru,1,3,5c5dadc66467ac0001b7fa53,1
0.529,ru,1,3,5c5dadc66467ac0001b7fa53,1
0.4838,ge,2,3,5c5dadc66467ac0001b7fa53,1
0.4687,ge,2,3,5c5dadc66467ac0001b7fa53,1
0.5011,ge,2,3,5c5dadc66467ac0001b7fa53,1
0.512,ge,2,3,5c5dadc66467ac0001b7fa53,1
0.6872,su,3,3,5c5dadc66467ac0001b7fa53,1
0.6027,su,3,3,5c5dadc66467ac0001b7fa53,1
0.5491,su,3,3,5c5dadc66467ac0001b7fa53,1
0.645,su,3,3,5c5dadc66467ac0001b7fa53,1
0.4897,re,3,1,606212affa13aada679c17b2,3
0.5155,re,3,1,606212affa13aada679c17b2,3
0.424,su,2,1,606212affa13aada679c17b2,3
0.4526,su,2,1,606212affa13aada679c17b2,3
0.9997,su,2,1,606212affa13aada679c17b2,3
0.5375,fu,1,1,606212affa13aada679c17b2,3
0.4185,fu,1,1,606212affa13aada679c17b2,3
0.4923,fu,1,1,606212affa13aada679c17b2,3
0.4685,ni,2,1,606212affa13aada679c17b2,3
0.4619,ni,2,1,606212affa13aada679c17b2,3
0.5186,ni,2,1,606212affa13aada679c17b2,3
0.4243,ta,3,1,606212affa13aada679c17b2,3
0.4288,ta,3,1,606212affa13aada679c17b2,3
0.4181,ta,3,1,606212affa13aada679c17b2,3
0.4861,ta,3,1,606212affa13aada679c17b2,3
0.5072,ti,1,1,606212affa13aada679c17b2,3
0.0704,ti,1,1,606212affa13aada679c17b2,3
0.4622,ti,1,1,606212affa13aada679c17b2,3
1.0199,ti,1,1,606212affa13aada679c17b2,3
0.1769,me,2,1,606212affa13aada679c17b2,3
0.0294,me,2,1,606212affa13aada679c17b2,3
1.1562,me,2,1,606212affa13aada679c17b2,3
0.803,pu,1,1,606212affa13aada679c17b2,3
0.402,pu,1,1,606212affa13aada679c17b2,3
0.873,fe,3,1,606212affa13aada679c17b2,3
0.5042,fe,3,1,606212affa13aada679c17b2,3
0.3361,fe,3,1,606212affa13aada679c17b2,3
0.5187,fe,3,1,606212affa13aada679c17b2,3
0.4634,ge,1,1,606212affa13aada679c17b2,3
0.5118,ge,1,1,606212affa13aada679c17b2,3
0.7722,ge,1,1,606212affa13aada679c17b2,3
0.5196,ge,1,1,606212affa13aada679c17b2,3
0.5638,ru,3,1,606212affa13aada679c17b2,3
0.5691,ru,3,1,606212affa13aada679c17b2,3
0.4771,ru,3,1,606212affa13aada679c17b2,3
0.4187,ru,3,1,606212affa13aada679c17b2,3
0.5899,ko,2,1,606212affa13aada679c17b2,3
0.4013,ko,2,1,606212affa13aada679c17b2,3
0.6735,ko,2,1,606212affa13aada679c17b2,3
0.4414,ni,2,2,606212affa13aada679c17b2,3
0.5377,ni,2,2,606212affa13aada679c17b2,3
0.4351,ni,2,2,606212affa13aada679c17b2,3
0.4187,ni,2,2,606212affa13aada679c17b2,3
0.8548,fu,1,2,606212affa13aada679c17b2,3
0.5473,fu,1,2,606212affa13aada679c17b2,3
0.637,fu,1,2,606212affa13aada679c17b2,3
0.1124,re,3,2,606212affa13aada679c17b2,3
0.5858,re,3,2,606212affa13aada679c17b2,3
0.4301,ti,1,2,606212affa13aada679c17b2,3
0.9373,ti,1,2,606212affa13aada679c17b2,3
0.4506,ti,1,2,606212affa13aada679c17b2,3
0.041,ti,1,2,606212affa13aada679c17b2,3
0.385,ta,3,2,606212affa13aada679c17b2,3
0.452,ta,3,2,606212affa13aada679c17b2,3
0.6194,ta,3,2,606212affa13aada679c17b2,3
0.4413,ta,3,2,606212affa13aada679c17b2,3
0.5855,su,2,2,606212affa13aada679c17b2,3
0.4935,su,2,2,606212affa13aada679c17b2,3
0.7269,su,2,2,606212affa13aada679c17b2,3
0.5017,ru,3,2,606212affa13aada679c17b2,3
0.4603,ru,3,2,606212affa13aada679c17b2,3
0.2755,ru,3,2,606212affa13aada679c17b2,3
0.5897,ge,1,2,606212affa13aada679c17b2,3
0.4614,ge,1,2,606212affa13aada679c17b2,3
0.5426,ge,1,2,606212affa13aada679c17b2,3
0.3915,ge,1,2,606212affa13aada679c17b2,3
0.4715,ko,2,2,606212affa13aada679c17b2,3
0.4686,ko,2,2,606212affa13aada679c17b2,3
0.353,ko,2,2,606212affa13aada679c17b2,3
0.8263,pu,1,2,606212affa13aada679c17b2,3
0.8456,pu,1,2,606212affa13aada679c17b2,3
0.7759,pu,1,2,606212affa13aada679c17b2,3
0.5966,me,2,2,606212affa13aada679c17b2,3
0.0339,me,2,2,606212affa13aada679c17b2,3
0.6433,me,2,2,606212affa13aada679c17b2,3
0.5908,me,2,2,606212affa13aada679c17b2,3
0.4904,fe,3,2,606212affa13aada679c17b2,3
0.5635,fe,3,2,606212affa13aada679c17b2,3
0.9557,fe,3,2,606212affa13aada679c17b2,3
0.7436,fe,3,2,606212affa13aada679c17b2,3
0.1307,fu,1,3,606212affa13aada679c17b2,3
1.0814,fu,1,3,606212affa13aada679c17b2,3
0.2398,su,2,3,606212affa13aada679c17b2,3
0.7351,su,2,3,606212affa13aada679c17b2,3
0.6086,su,2,3,606212affa13aada679c17b2,3
0.6401,re,3,3,606212affa13aada679c17b2,3
0.9429,re,3,3,606212affa13aada679c17b2,3
0.6861,re,3,3,606212affa13aada679c17b2,3
0.7737,re,3,3,606212affa13aada679c17b2,3
0.4462,ni,2,3,606212affa13aada679c17b2,3
0.5857,ni,2,3,606212affa13aada679c17b2,3
0.5186,ni,2,3,606212affa13aada679c17b2,3
0.6525,ni,2,3,606212affa13aada679c17b2,3
0.5354,fe,3,3,606212affa13aada679c17b2,3
0.5402,fe,3,3,606212affa13aada679c17b2,3
0.6034,fe,3,3,606212affa13aada679c17b2,3
0.4372,fe,3,3,606212affa13aada679c17b2,3
0.6305,pu,1,3,606212affa13aada679c17b2,3
0.5384,pu,1,3,606212affa13aada679c17b2,3
0.3517,ta,3,3,606212affa13aada679c17b2,3
0.4693,ta,3,3,606212affa13aada679c17b2,3
0.402,ta,3,3,606212affa13aada679c17b2,3
0.3516,ta,3,3,606212affa13aada679c17b2,3
0.4517,ge,1,3,606212affa13aada679c17b2,3
0.5279,ge,1,3,606212affa13aada679c17b2,3
0.6717,ge,1,3,606212affa13aada679c17b2,3
0.4301,ge,1,3,606212affa13aada679c17b2,3
0.78,ko,2,3,606212affa13aada679c17b2,3
0.4631,ko,2,3,606212affa13aada679c17b2,3
0.3922,ko,2,3,606212affa13aada679c17b2,3
0.3532,ko,2,3,606212affa13aada679c17b2,3
0.6359,ru,3,3,606212affa13aada679c17b2,3
0.6016,ru,3,3,606212affa13aada679c17b2,3
0.5226,ru,3,3,606212affa13aada679c17b2,3
0.5355,me,2,3,606212affa13aada679c17b2,3
0.0844,me,2,3,606212affa13aada679c17b2,3
0.7375,me,2,3,606212affa13aada679c17b2,3
0.5628,me,2,3,606212affa13aada679c17b2,3
0.6027,ti,1,3,606212affa13aada679c17b2,3
0.836,ti,1,3,606212affa13aada679c17b2,3
1.0253,ti,1,3,606212affa13aada679c17b2,3
0.6243,ru,2,1,60c0c4333e49151d768bb35b,5
0.6792,ru,2,1,60c0c4333e49151d768bb35b,5
0.6995,ru,2,1,60c0c4333e49151d768bb35b,5
0.5939,ru,2,1,60c0c4333e49151d768bb35b,5
0.6451,ko,1,1,60c0c4333e49151d768bb35b,5
0.8383,ko,1,1,60c0c4333e49151d768bb35b,5
0.6389,ko,1,1,60c0c4333e49151d768bb35b,5
0.7245,ge,3,1,60c0c4333e49151d768bb35b,5
0.6369,ge,3,1,60c0c4333e49151d768bb35b,5
0.7062,ge,3,1,60c0c4333e49151d768bb35b,5
0.6455,ge,3,1,60c0c4333e49151d768bb35b,5
0.849,su,1,1,60c0c4333e49151d768bb35b,5
0.6737,su,1,1,60c0c4333e49151d768bb35b,5
0.5993,su,1,1,60c0c4333e49151d768bb35b,5
0.6314,su,1,1,60c0c4333e49151d768bb35b,5
0.8153,fu,3,1,60c0c4333e49151d768bb35b,5
0.7577,fu,3,1,60c0c4333e49151d768bb35b,5
0.5504,pu,3,1,60c0c4333e49151d768bb35b,5
0.5963,pu,3,1,60c0c4333e49151d768bb35b,5
0.4965,pu,3,1,60c0c4333e49151d768bb35b,5
0.4336,pu,3,1,60c0c4333e49151d768bb35b,5
0.6125,me,1,1,60c0c4333e49151d768bb35b,5
0.5747,me,1,1,60c0c4333e49151d768bb35b,5
0.6392,me,1,1,60c0c4333e49151d768bb35b,5
0.6608,me,1,1,60c0c4333e49151d768bb35b,5
0.6382,ta,2,1,60c0c4333e49151d768bb35b,5
0.8653,ta,2,1,60c0c4333e49151d768bb35b,5
0.8317,ta,2,1,60c0c4333e49151d768bb35b,5
0.9337,ni,1,1,60c0c4333e49151d768bb35b,5
0.72,ni,1,1,60c0c4333e49151d768bb35b,5
0.6354,ni,1,1,60c0c4333e49151d768bb35b,5
0.6853,re,2,1,60c0c4333e49151d768bb35b,5
0.6325,re,2,1,60c0c4333e49151d768bb35b,5
0.9846,re,2,1,60c0c4333e49151d768bb35b,5
0.659,re,2,1,60c0c4333e49151d768bb35b,5
0.5503,ti,3,1,60c0c4333e49151d768bb35b,5
0.5319,ti,3,1,60c0c4333e49151d768bb35b,5
0.532,ti,3,1,60c0c4333e49151d768bb35b,5
0.5832,ti,3,1,60c0c4333e49151d768bb35b,5
0.6676,ko,1,2,60c0c4333e49151d768bb35b,5
0.6335,ko,1,2,60c0c4333e49151d768bb35b,5
0.6413,ko,1,2,60c0c4333e49151d768bb35b,5
0.7655,ko,1,2,60c0c4333e49151d768bb35b,5
0.7513,fe,2,2,60c0c4333e49151d768bb35b,5
0.6994,ge,3,2,60c0c4333e49151d768bb35b,5
0.6142,ge,3,2,60c0c4333e49151d768bb35b,5
0.5816,ge,3,2,60c0c4333e49151d768bb35b,5
0.5386,ge,3,2,60c0c4333e49151d768bb35b,5
0.5515,ru,2,2,60c0c4333e49151d768bb35b,5
0.5036,ru,2,2,60c0c4333e49151d768bb35b,5
0.6273,ru,2,2,60c0c4333e49151d768bb35b,5
0.5457,ru,2,2,60c0c4333e49151d768bb35b,5
0.5022,ti,3,2,60c0c4333e49151d768bb35b,5
0.6444,ti,3,2,60c0c4333e49151d768bb35b,5
0.6667,ti,3,2,60c0c4333e49151d768bb35b,5
0.7169,ni,1,2,60c0c4333e49151d768bb35b,5
0.9369,ni,1,2,60c0c4333e49151d768bb35b,5
0.5963,ni,1,2,60c0c4333e49151d768bb35b,5
0.6865,ni,1,2,60c0c4333e49151d768bb35b,5
0.6003,fu,3,2,60c0c4333e49151d768bb35b,5
1.0728,fu,3,2,60c0c4333e49151d768bb35b,5
0.9707,fu,3,2,60c0c4333e49151d768bb35b,5
0.7422,me,1,2,60c0c4333e49151d768bb35b,5
0.6007,me,1,2,60c0c4333e49151d768bb35b,5
0.5443,me,1,2,60c0c4333e49151d768bb35b,5
0.7022,me,1,2,60c0c4333e49151d768bb35b,5
0.6471,ta,2,2,60c0c4333e49151d768bb35b,5
0.6614,ta,2,2,60c0c4333e49151d768bb35b,5
0.8201,ta,2,2,60c0c4333e49151d768bb35b,5
0.9593,pu,3,2,60c0c4333e49151d768bb35b,5
0.8285,pu,3,2,60c0c4333e49151d768bb35b,5
0.5214,pu,3,2,60c0c4333e49151d768bb35b,5
0.9094,re,2,2,60c0c4333e49151d768bb35b,5
0.5759,re,2,2,60c0c4333e49151d768bb35b,5
0.6006,re,2,2,60c0c4333e49151d768bb35b,5
0.6131,re,2,2,60c0c4333e49151d768bb35b,5
0.62,su,1,2,60c0c4333e49151d768bb35b,5
0.5986,su,1,2,60c0c4333e49151d768bb35b,5
0.5347,ge,3,3,60c0c4333e49151d768bb35b,5
0.5744,ge,3,3,60c0c4333e49151d768bb35b,5
0.5746,ge,3,3,60c0c4333e49151d768bb35b,5
0.4999,ge,3,3,60c0c4333e49151d768bb35b,5
0.6206,fe,2,3,60c0c4333e49151d768bb35b,5
0.7408,fe,2,3,60c0c4333e49151d768bb35b,5
0.5896,fe,2,3,60c0c4333e49151d768bb35b,5
0.534,ko,1,3,60c0c4333e49151d768bb35b,5
0.6371,ko,1,3,60c0c4333e49151d768bb35b,5
0.5634,ko,1,3,60c0c4333e49151d768bb35b,5
0.6358,ko,1,3,60c0c4333e49151d768bb35b,5
0.633,ru,2,3,60c0c4333e49151d768bb35b,5
0.5739,ru,2,3,60c0c4333e49151d768bb35b,5
0.7035,fu,3,3,60c0c4333e49151d768bb35b,5
0.7014,fu,3,3,60c0c4333e49151d768bb35b,5
0.7051,fu,3,3,60c0c4333e49151d768bb35b,5
0.6894,fu,3,3,60c0c4333e49151d768bb35b,5
0.5924,su,1,3,60c0c4333e49151d768bb35b,5
0.7016,su,1,3,60c0c4333e49151d768bb35b,5
0.6581,su,1,3,60c0c4333e49151d768bb35b,5
0.8869,re,2,3,60c0c4333e49151d768bb35b,5
0.8024,re,2,3,60c0c4333e49151d768bb35b,5
0.6625,re,2,3,60c0c4333e49151d768bb35b,5
0.7287,ni,1,3,60c0c4333e49151d768bb35b,5
0.7133,ni,1,3,60c0c4333e49151d768bb35b,5
0.645,ni,1,3,60c0c4333e49151d768bb35b,5
0.611,ni,1,3,60c0c4333e49151d768bb35b,5
0.5388,ti,3,3,60c0c4333e49151d768bb35b,5
0.5953,ti,3,3,60c0c4333e49151d768bb35b,5
0.7167,ti,3,3,60c0c4333e49151d768bb35b,5
0.4836,ti,3,3,60c0c4333e49151d768bb35b,5
0.7009,me,1,3,60c0c4333e49151d768bb35b,5
0.6352,me,1,3,60c0c4333e49151d768bb35b,5
0.6342,me,1,3,60c0c4333e49151d768bb35b,5
0.5014,pu,3,3,60c0c4333e49151d768bb35b,5
0.5948,pu,3,3,60c0c4333e49151d768bb35b,5
0.5194,pu,3,3,60c0c4333e49151d768bb35b,5
0.7173,ta,2,3,60c0c4333e49151d768bb35b,5
0.9138,ta,2,3,60c0c4333e49151d768bb35b,5
0.7058,ta,2,3,60c0c4333e49151d768bb35b,5
