0.5895,re,3,1,5eb4841544c2df2f0190e8a0,3
0.6322,re,3,1,5eb4841544c2df2f0190e8a0,3
0.5989,re,3,1,5eb4841544c2df2f0190e8a0,3
0.6645,re,3,1,5eb4841544c2df2f0190e8a0,3
0.6547,su,2,1,5eb4841544c2df2f0190e8a0,3
0.7345,su,2,1,5eb4841544c2df2f0190e8a0,3
0.7231,su,2,1,5eb4841544c2df2f0190e8a0,3
0.5845,fu,1,1,5eb4841544c2df2f0190e8a0,3
0.5804,fu,1,1,5eb4841544c2df2f0190e8a0,3
0.6,fu,1,1,5eb4841544c2df2f0190e8a0,3
0.7335,fu,1,1,5eb4841544c2df2f0190e8a0,3
0.6008,ni,2,1,5eb4841544c2df2f0190e8a0,3
0.5164,ni,2,1,5eb4841544c2df2f0190e8a0,3
0.545,ni,2,1,5eb4841544c2df2f0190e8a0,3
0.615,ta,3,1,5eb4841544c2df2f0190e8a0,3
0.6354,ta,3,1,5eb4841544c2df2f0190e8a0,3
0.9545,ta,3,1,5eb4841544c2df2f0190e8a0,3
0.651,ti,1,1,5eb4841544c2df2f0190e8a0,3
0.6498,ti,1,1,5eb4841544c2df2f0190e8a0,3
0.6661,ti,1,1,5eb4841544c2df2f0190e8a0,3
0.6324,ti,1,1,5eb4841544c2df2f0190e8a0,3
0.6626,me,2,1,5eb4841544c2df2f0190e8a0,3
1.1203,me,2,1,5eb4841544c2df2f0190e8a0,3
0.6556,me,2,1,5eb4841544c2df2f0190e8a0,3
0.6646,me,2,1,5eb4841544c2df2f0190e8a0,3
0.6136,pu,1,1,5eb4841544c2df2f0190e8a0,3
0.9003,pu,1,1,5eb4841544c2df2f0190e8a0,3
0.6495,pu,1,1,5eb4841544c2df2f0190e8a0,3
0.6489,pu,1,1,5eb4841544c2df2f0190e8a0,3
0.602,fe,3,1,5eb4841544c2df2f0190e8a0,3
0.6643,ge,1,1,5eb4841544c2df2f0190e8a0,3
0.8041,ge,1,1,5eb4841544c2df2f0190e8a0,3
0.631,ge,1,1,5eb4841544c2df2f0190e8a0,3
0.8874,ge,1,1,5eb4841544c2df2f0190e8a0,3
0.7661,ru,3,1,5eb4841544c2df2f0190e8a0,3
0.5821,ru,3,1,5eb4841544c2df2f0190e8a0,3
0.6797,ru,3,1,5eb4841544c2df2f0190e8a0,3
0.6818,ru,3,1,5eb4841544c2df2f0190e8a0,3
0.6298,ko,2,1,5eb4841544c2df2f0190e8a0,3
0.6683,ko,2,1,5eb4841544c2df2f0190e8a0,3
0.6393,ko,2,1,5eb4841544c2df2f0190e8a0,3
0.6492,fu,1,2,5eb4841544c2df2f0190e8a0,3
0.7042,fu,1,2,5eb4841544c2df2f0190e8a0,3
0.6324,fu,1,2,5eb4841544c2df2f0190e8a0,3
0.6007,fu,1,2,5eb4841544c2df2f0190e8a0,3
0.6566,su,2,2,5eb4841544c2df2f0190e8a0,3
0.7981,su,2,2,5eb4841544c2df2f0190e8a0,3
0.6493,re,3,2,5eb4841544c2df2f0190e8a0,3
0.6011,re,3,2,5eb4841544c2df2f0190e8a0,3
0.6494,re,3,2,5eb4841544c2df2f0190e8a0,3
0.623,re,3,2,5eb4841544c2df2f0190e8a0,3
0.6362,ni,2,2,5eb4841544c2df2f0190e8a0,3
0.9629,ni,2,2,5eb4841544c2df2f0190e8a0,3
0.6639,ni,2,2,5eb4841544c2df2f0190e8a0,3
0.5333,ni,2,2,5eb4841544c2df2f0190e8a0,3
0.6656,fe,3,2,5eb4841544c2df2f0190e8a0,3
0.7323,fe,3,2,5eb4841544c2df2f0190e8a0,3
0.6311,pu,1,2,5eb4841544c2df2f0190e8a0,3
0.6326,pu,1,2,5eb4841544c2df2f0190e8a0,3
0.5846,pu,1,2,5eb4841544c2df2f0190e8a0,3
0.5835,pu,1,2,5eb4841544c2df2f0190e8a0,3
0.6222,ta,3,2,5eb4841544c2df2f0190e8a0,3
0.649,ta,3,2,5eb4841544c2df2f0190e8a0,3
0.5882,ge,1,2,5eb4841544c2df2f0190e8a0,3
0.7993,ge,1,2,5eb4841544c2df2f0190e8a0,3
0.8747,ge,1,2,5eb4841544c2df2f0190e8a0,3
0.5676,ge,1,2,5eb4841544c2df2f0190e8a0,3
0.7325,ko,2,2,5eb4841544c2df2f0190e8a0,3
0.6158,ko,2,2,5eb4841544c2df2f0190e8a0,3
0.6673,ko,2,2,5eb4841544c2df2f0190e8a0,3
0.6323,ru,3,2,5eb4841544c2df2f0190e8a0,3
0.735,ru,3,2,5eb4841544c2df2f0190e8a0,3
0.6202,ru,3,2,5eb4841544c2df2f0190e8a0,3
0.834,ru,3,2,5eb4841544c2df2f0190e8a0,3
0.5204,me,2,2,5eb4841544c2df2f0190e8a0,3
0.2659,me,2,2,5eb4841544c2df2f0190e8a0,3
0.2686,me,2,2,5eb4841544c2df2f0190e8a0,3
0.8707,me,2,2,5eb4841544c2df2f0190e8a0,3
