Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,1,1.5385,0,31,31,31,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/PU_DAY_MO.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,0,2.7426,0,32,32,32,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,1,0.7143,0,33,33,33,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,1,0.6813,0,34,34,34,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAY_LI_BA.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,0,1.0608,0,35,35,35,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,2,0,3.0101,0,36,36,36,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,2,0,3.9463,0,37,37,37,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/PU_MO_DAY.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,0,2.3409,0,38,38,38,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/VAI_HO_LA.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,2,1,2.1223,0,39,39,39,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,1,1.3381,0,40,40,40,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,1,0.2011,0,41,41,41,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,1,0.6693,0,42,42,42,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/WAI_VU_NA.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,2,1,1.9399,0,43,43,43,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,1,0.1685,0,44,44,44,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAY_BA_LI.wav,,606212affa13aada679c17b2,2021-07-12_14h07.36.643,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60ec84b9ba771f73b69248b6,,,,,C,,,,,,,,,,,,,,,1,0,0.4841,0,45,45,45,1,2,NEW,SIMILAR,,,,,,,,
