Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
space,6.1893,space,5.2293,space,12.9666,space,10.5339,3,0,1.8996,0,0,0,3,1,Headphone/t2_2.wav,2,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0,1.4341,0,1,1,5,1,Headphone/t3_2.wav,3,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,0,0.9172,0,2,2,0,1,Headphone/t1_1.wav,1,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,0,1.0666,0,3,3,2,1,Headphone/t2_1.wav,2,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,0,0.7669,0,4,4,1,1,Headphone/t1_2.wav,1,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0,0.5853,0,5,5,4,1,Headphone/t3_1.wav,3,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,space,9.9957,space,42.8016,1,space,3.85,1,0,7.1501,0,0,0,0,1,Training/FO_YI_LAY.wav,NEW,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,,,,,,,,1,1,6.867,0,1,1,1,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,,,,,,,,1,0,5.9838,0,2,2,2,1,Training/YO_BU_JAY.wav,NEW,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,5f6f7258aa7332501adb94f4,2021-07-15_08h28.10.202,Agingstudy_mst,2020.2.10,Win32,60,60e99bd7bc9be7be49ca9171,60efe3719008d8fb5ec04f8e,,,,,,,,2,1,6.4504,0,3,3,3,1,Training/JAY_YO_BU.wav,SIMILAR,,,,,,,,,,,,,,,,,,,,,
