Welcome0Mssg.started,Welcome0Mssg.stopped,Welcome0Continue.keys,Welcome0Continue.rt,Welcome0Continue.started,Welcome0Continue.stopped,SoundCheckTxt.started,SoundCheckTxt.stopped,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckBegin.started,SoundCheckBegin.stopped,participant*,date,expName,psychopyVersion,frameRate,
10.41315029998077,None,space,2.5983159000170417,10.41315029998077,None,,,,,,,,2021_Jul_02_1731,AL,2020.2.10,59.80757511170885,
,,,,,,13.034153099986725,None,space,0.8533223000122234,13.034153099986725,None,,2021_Jul_02_1731,AL,2020.2.10,59.80757511170885,
