Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,Randomization.thisRepN,Randomization.thisTrialN,Randomization.thisN,Randomization.thisIndex,Randomization.ran,Randomization.order,WordOrder,SLOrder,SLLoop.thisRepN,SLLoop.thisTrialN,SLLoop.thisN,SLLoop.thisIndex,SLLoop.ran,SLLoop.order,participant,date,expName,psychopyVersion,OS,frameRate
space,1.1555,space,0.4987,space,0.2973,space,1.0941,1,0,2,0,1,1,1,0,1,0,1,0,1,0,512,2021-07-04_11h10.07.505,Agingstudy,2020.2.10,Win32,60
