Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,ContinueButton.keys,ContinueButton.rt,ExposureIntroKey.keys,ExposureIntroKey.rt,ExposureLoop.thisRepN,ExposureLoop.thisTrialN,ExposureLoop.thisN,ExposureLoop.thisIndex,ExposureLoop.ran,Position,Sound,SyllableFile,participant,date,expName,psychopyVersion,OS,frameRate,PauseCheckKey.keys,PauseCheckKey.rt,PauseOnOff.thisRepN,PauseOnOff.thisTrialN,PauseOnOff.thisN,PauseOnOff.thisIndex,PauseOnOff.ran
,,,,,,,,,,,,0,148,148,148,1,2,fu,SL_Sounds/fu.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,149,149,149,1,3,ko,SL_Sounds/ko.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,150,150,150,1,1,fe,SL_Sounds/fe.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,151,151,151,1,2,ti,SL_Sounds/ti.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,152,152,152,1,3,su,SL_Sounds/su.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,153,153,153,1,1,ru,SL_Sounds/ru.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,154,154,154,1,2,pu,SL_Sounds/pu.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,155,155,155,1,3,ni,SL_Sounds/ni.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,156,156,156,1,1,fe,SL_Sounds/fe.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,157,157,157,1,2,ti,SL_Sounds/ti.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,158,158,158,1,3,su,SL_Sounds/su.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,159,159,159,1,1,ta,SL_Sounds/ta.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,160,160,160,1,2,fu,SL_Sounds/fu.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,161,161,161,1,3,ko,SL_Sounds/ko.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,162,162,162,1,1,fe,SL_Sounds/fe.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,163,163,163,1,2,ti,SL_Sounds/ti.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,164,164,164,1,3,su,SL_Sounds/su.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,165,165,165,1,1,re,SL_Sounds/re.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,166,166,166,1,2,ge,SL_Sounds/ge.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,167,167,167,1,3,me,SL_Sounds/me.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,168,168,168,1,1,ta,SL_Sounds/ta.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,169,169,169,1,2,fu,SL_Sounds/fu.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,170,170,170,1,3,ko,SL_Sounds/ko.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,171,171,171,1,1,fe,SL_Sounds/fe.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,172,172,172,1,2,ti,SL_Sounds/ti.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,173,173,173,1,3,su,SL_Sounds/su.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,174,174,174,1,1,ta,SL_Sounds/ta.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,175,175,175,1,2,fu,SL_Sounds/fu.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,space,0.6032,0,0,0,0,1
,,,,,,,,,,,,0,176,176,176,1,3,ko,SL_Sounds/ko.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,177,177,177,1,1,ru,SL_Sounds/ru.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,178,178,178,1,2,pu,SL_Sounds/pu.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,179,179,179,1,3,ni,SL_Sounds/ni.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,180,180,180,1,1,re,SL_Sounds/re.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,181,181,181,1,2,ge,SL_Sounds/ge.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,182,182,182,1,3,me,SL_Sounds/me.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,183,183,183,1,1,ru,SL_Sounds/ru.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,184,184,184,1,2,pu,SL_Sounds/pu.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,185,185,185,1,3,ni,SL_Sounds/ni.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,186,186,186,1,1,re,SL_Sounds/re.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,187,187,187,1,2,ge,SL_Sounds/ge.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,188,188,188,1,3,me,SL_Sounds/me.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,189,189,189,1,1,fe,SL_Sounds/fe.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,190,190,190,1,2,ti,SL_Sounds/ti.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,191,191,191,1,3,su,SL_Sounds/su.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,192,192,192,1,1,re,SL_Sounds/re.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,193,193,193,1,2,ge,SL_Sounds/ge.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,194,194,194,1,3,me,SL_Sounds/me.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,195,195,195,1,1,fe,SL_Sounds/fe.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,196,196,196,1,2,ti,SL_Sounds/ti.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,197,197,197,1,3,su,SL_Sounds/su.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,198,198,198,1,1,ru,SL_Sounds/ru.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,199,199,199,1,2,pu,SL_Sounds/pu.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,200,200,200,1,3,ni,SL_Sounds/ni.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,201,201,201,1,1,fe,SL_Sounds/fe.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,202,202,202,1,2,ti,SL_Sounds/ti.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,203,203,203,1,3,su,SL_Sounds/su.wav,,2021-07-02_16h59.38.403,Agingstudy,2020.2.10,Win32,60,,,,,,,
