Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,RepeatAgainKey.keys,RepeatAgainKey.rt,RepeatAgainLoop.thisRepN,RepeatAgainLoop.thisTrialN,RepeatAgainLoop.thisN,RepeatAgainLoop.thisIndex,RepeatAgainLoop.ran,Headphone_retest.thisRepN,Headphone_retest.thisTrialN,Headphone_retest.thisN,Headphone_retest.thisIndex,Headphone_retest.ran
,,,,,,,,3,0,0.5195,0,2,2,2,1,Headphone/t2_1.wav,2,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,3,0,0.4842,0,3,3,3,1,Headphone/t2_2.wav,2,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,2,0,0.4523,0,4,4,4,1,Headphone/t3_1.wav,3,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,1,1,2.7421,0,5,5,1,1,Headphone/t1_2.wav,1,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,space,3.4083,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,,,,,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,1,0,1,0,1
,,,,,,,,1,0,0.3683,0,0,0,5,1,Headphone/t3_2.wav,3,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,3,0,0.739,0,1,1,3,1,Headphone/t2_2.wav,2,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,2,0,0.3904,0,2,2,1,1,Headphone/t1_2.wav,1,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,3,0,1.9711,0,3,3,0,1,Headphone/t1_1.wav,1,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,2,0,0.6683,0,4,4,4,1,Headphone/t3_1.wav,3,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,1,0,2.0069,0,5,5,2,1,Headphone/t2_1.wav,2,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,space,4.5135,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,,,,,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,2,0,2,0,1
,,,,,,,,3,0,1.0031,0,0,0,2,1,Headphone/t2_1.wav,2,5b79b92355860100014774f0,2021-11-01_06h52.28.736,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,
