Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,RepeatAgainKey.keys,RepeatAgainKey.rt,RepeatAgainLoop.thisRepN,RepeatAgainLoop.thisTrialN,RepeatAgainLoop.thisN,RepeatAgainLoop.thisIndex,RepeatAgainLoop.ran,Headphone_retest.thisRepN,Headphone_retest.thisTrialN,Headphone_retest.thisN,Headphone_retest.thisIndex,Headphone_retest.ran,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
space,8.8051,space,9.3686,space,4.0635,space,14.5534,3,0,8.4731,0,0,0,3,1,Headphone/t2_2.wav,2,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,0,0.9663,0,1,1,5,1,Headphone/t3_2.wav,3,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,0,0.2795,0,2,2,4,1,Headphone/t3_1.wav,3,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,0,0.5747,0,3,3,2,1,Headphone/t2_1.wav,2,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,1,2.2179,0,4,4,0,1,Headphone/t1_1.wav,1,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,1,1.5868,0,5,5,1,1,Headphone/t1_2.wav,1,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,space,3.9642,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,1,0.4566,0,0,0,1,1,Headphone/t1_2.wav,1,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,1,0.5683,0,1,1,4,1,Headphone/t3_1.wav,3,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,1,1.5405,0,2,2,5,1,Headphone/t3_2.wav,3,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,1,0.3119,0,3,3,0,1,Headphone/t1_1.wav,1,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,1,1.4721,0,4,4,3,1,Headphone/t2_2.wav,2,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,1,0.2018,0,5,5,2,1,Headphone/t2_1.wav,2,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,space,25.6903,space,13.4087,1,space,6.7803,2,1,11.2793,0,0,0,0,1,Training/FO_YI_LAY.wav,NEW,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,1,1,3.363,0,1,1,1,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,2,1,1.8653,0,2,2,2,1,Training/YO_BU_JAY.wav,NEW,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,2,1,1.5905,0,3,3,3,1,Training/JAY_YO_BU.wav,SIMILAR,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,1,1,1.6809,0,4,4,4,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/CHU_LA_PAY.wav,,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,space,4.3426,2,1,1.6995,0,0,0,0,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/FI_GU_CHA.wav,,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,1.1836,0,1,1,1,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAI_ZO_FU.wav,,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,1.5886,0,2,2,2,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.6523,0,3,3,3,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.2695,0,4,4,4,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DA_CHU_VAI.wav,,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.7193,0,5,5,5,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/ZO_RAI_FU.wav,,607998cbfa1575fa83abab03,2021-10-31_08h22.23.738,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,1.6364,0,6,6,6,1,2,NEW,SIMILAR,,,,,,,,
