Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,participant,date,expName,psychopyVersion,OS,frameRate
space,12.7963,space,12.5768,5df949516aab7c6d439e09e1,2021-11-02_06h12.44.121,Agingstudy,2020.2.10,Win32,60
