Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate
space,7.7215,space,6.96,space,5.0788,space,19.6719,1,0,9.9098,0,0,0,2,1,Headphone/t2_1.wav,2,5fc3849ea684f631e16d2b64,2021-07-14_06h15.03.071,Agingstudy,2020.2.10,Win32,60
