Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,RepeatAgainKey.keys,RepeatAgainKey.rt,RepeatAgainLoop.thisRepN,RepeatAgainLoop.thisTrialN,RepeatAgainLoop.thisN,RepeatAgainLoop.thisIndex,RepeatAgainLoop.ran,Headphone_retest.thisRepN,Headphone_retest.thisTrialN,Headphone_retest.thisN,Headphone_retest.thisIndex,Headphone_retest.ran,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
,,,,,,,,,,,,,,,,TestWords/HO_NAY_VA.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,0.45962,0,7,7,7,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,1.77703,0,8,8,8,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAY_MO_PU.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,1.54564,0,9,9,9,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/TAI_SA_GI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,0.45141,0,10,10,10,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,1.233745,0,11,11,11,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,0.35253,0,12,12,12,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/ZO_RAI_FU.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,0.339895,0,13,13,13,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,0.432,0,14,14,14,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/FI_GU_CHA.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,0.29763,0,15,15,15,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/MO_DAY_PU.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,0.26467,0,16,16,16,1,2,NEW,SIMILAR,,,,,,,,
