Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate
space,3800.8592,space,4.9699,space,2.5812,space,9.5964,1,0,18.1706,0,0,0,2,1,Headphone/t2_1.wav,2,6110e8ede261439818c6a77e,2021-11-15_17h03.07.238,Agingstudy,2020.2.10,Win32,60
