Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MSTTestOptionKeys.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,1,1,0.2034,0,41,41,41,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,1,1,0.6065,0,42,42,42,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/NA_WAI_VU.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,2,1,0.1709,0,43,43,43,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,2,0,0.6601,0,44,44,44,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/SI_VAI_CHU.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,2,1,1.5677,0,45,45,45,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,1,1,0.1839,0,46,46,46,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,1,1,0.0506,0,47,47,47,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/LI_KAY_BA.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,1,0,0.4343,0,48,48,48,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,1,1,2.1551,0,49,49,49,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5ff649fda2b5841ceef90ff0,2021-07-05_12h33.09.199,Agingstudy,2020.2.10,Win32,60,,,,,D,,,,,,,,,,,,,,,1,1,0.6926,0,50,50,50,1,1,OLD,OLD,,,,,,,,
